label,T1R1SC1,T1R1SC2,T1R1SC3,T1R1SC4,T1R1SC5,T1R1SC6,T1R1SC7,T1R1SC8,T1R1SC9,T1R1SC10,T1R1SC11,T1R1SC12,T1R1SC13,T1R1SC14,T1R1SC15,T1R1SC16,T1R1SC17,T1R1SC18,T1R1SC19,T1R1SC20,T1R1SC21,T1R1SC22,T1R1SC23,T1R1SC24,T1R1SC25,T1R1SC26,T1R1SC27,T1R1SC28,T1R1SC29,T1R1SC30,T1R2SC1,T1R2SC2,T1R2SC3,T1R2SC4,T1R2SC5,T1R2SC6,T1R2SC7,T1R2SC8,T1R2SC9,T1R2SC10,T1R2SC11,T1R2SC12,T1R2SC13,T1R2SC14,T1R2SC15,T1R2SC16,T1R2SC17,T1R2SC18,T1R2SC19,T1R2SC20,T1R2SC21,T1R2SC22,T1R2SC23,T1R2SC24,T1R2SC25,T1R2SC26,T1R2SC27,T1R2SC28,T1R2SC29,T1R2SC30,T1R3SC1,T1R3SC2,T1R3SC3,T1R3SC4,T1R3SC5,T1R3SC6,T1R3SC7,T1R3SC8,T1R3SC9,T1R3SC10,T1R3SC11,T1R3SC12,T1R3SC13,T1R3SC14,T1R3SC15,T1R3SC16,T1R3SC17,T1R3SC18,T1R3SC19,T1R3SC20,T1R3SC21,T1R3SC22,T1R3SC23,T1R3SC24,T1R3SC25,T1R3SC26,T1R3SC27,T1R3SC28,T1R3SC29,T1R3SC30,T2R1SC1,T2R1SC2,T2R1SC3,T2R1SC4,T2R1SC5,T2R1SC6,T2R1SC7,T2R1SC8,T2R1SC9,T2R1SC10,T2R1SC11,T2R1SC12,T2R1SC13,T2R1SC14,T2R1SC15,T2R1SC16,T2R1SC17,T2R1SC18,T2R1SC19,T2R1SC20,T2R1SC21,T2R1SC22,T2R1SC23,T2R1SC24,T2R1SC25,T2R1SC26,T2R1SC27,T2R1SC28,T2R1SC29,T2R1SC30,T2R2SC1,T2R2SC2,T2R2SC3,T2R2SC4,T2R2SC5,T2R2SC6,T2R2SC7,T2R2SC8,T2R2SC9,T2R2SC10,T2R2SC11,T2R2SC12,T2R2SC13,T2R2SC14,T2R2SC15,T2R2SC16,T2R2SC17,T2R2SC18,T2R2SC19,T2R2SC20,T2R2SC21,T2R2SC22,T2R2SC23,T2R2SC24,T2R2SC25,T2R2SC26,T2R2SC27,T2R2SC28,T2R2SC29,T2R2SC30,T2R3SC1,T2R3SC2,T2R3SC3,T2R3SC4,T2R3SC5,T2R3SC6,T2R3SC7,T2R3SC8,T2R3SC9,T2R3SC10,T2R3SC11,T2R3SC12,T2R3SC13,T2R3SC14,T2R3SC15,T2R3SC16,T2R3SC17,T2R3SC18,T2R3SC19,T2R3SC20,T2R3SC21,T2R3SC22,T2R3SC23,T2R3SC24,T2R3SC25,T2R3SC26,T2R3SC27,T2R3SC28,T2R3SC29,T2R3SC30
I1,30+22j,17-37j,-23-33j,-37+28j,14+46j,53+8j,24-31j,-18-32j,-39-4j,-22+22j,6+36j,25+21j,35-5j,16-30j,2-37j,-24-20j,-29+26j,-6+37j,21+22j,24-4j,7-26j,-9-24j,-20-7j,-15+14j,10+19j,21+4j,8-13j,-9-10j,-6+6j,,7+13j,13-13j,-13-18j,-27-6j,-10+26j,22+17j,30-11j,12-25j,-10-22j,-32-7j,-31+17j,7,32+18j,44-20j,35-36j,-15-53j,-44-23j,-34+30j,-2+48j,35+30j,43-7j,16-49j,-30-47j,-60+4j,-19+61j,58+26j,38-36j,-18-38j,-41+14j,-6+42j,5-8j,-8-2j,-14+5j,3+0j,-2+2j,3-3j,9-5j,6-6j,1-7j,-14-10j,-16+1j,-4+19j,17+15j,29-8j,21-18j,-7-34j,-21-21j,-22+14j,-6+27j,19+23j,29+5j,17-28j,-14-34j,-41-4j,-20+39j,35+24j,28-21j,-10-26j,-29+6j,-7+28j,16+13j,6-22j,-12-22j,-23+7j,-1+29j,29+6j,19-18j,18,-5-7j,-15-10j,-19+21j,2+32j,32+26j,49-13j,21-34j,-10-44j,-49-8j,-46+32j,-2+41j,36+34j,44-16j,20-48j,-20-46j,-62-3j,-29+64j,49+42j,48-26j,-9-47j,-49+9j,-16+43j,30+4j,-6-32j,-39-3j,-27+39j,41+38j,41-16j,7-40j,-26-36j,-48-5j,-33+37j,5+43j,45+29j,54-24j,10-63j,-2-56j,-59-36j,-58+29j,-2+65j,42+48j,61-4j,34-44j,-20-59j,-64-27j,-63+46j,27+83j,77+1j,23-60j,-38-44j,-44+37j,10+49j,2-9j,-10+5j,-7+10j,4+5j,9-3j,-9-7j,-6+2j,3+1j,-5-8j,-12+4j,4+4j,9+5j,13-10j,-9-20j,-3+0j,-12-7j,-4+11j,12+16j,10+9j,14-7j,-1-11j,-14-9j,-17-2j,-9+20j,21+16j,21-13j,-4-19j,-14-3j,-1+15j,14+7j
I1,-5+34j,46-2j,20-26j,-28-42j,-55+16j,-18+56j,34+30j,42+4j,21-29j,-3-39j,-17-27j,-37-14j,-35+21j,-8+38j,9+44j,32+23j,35-7j,14-24j,-14-32j,-26-16j,-18-3j,-14+21j,2+29j,17+16j,20-7j,5-23j,-17-10j,-12+3j,-5+15j,4+12j,16+7j,12-9j,-17-15j,-21+1j,-23+25j,9+22j,32+7j,19-15j,11-28j,-7-29j,-29-12j,-30+14j,-21+34j,12+45j,23+35j,52+0j,36-42j,-4-51j,-30-32j,-46+4j,-33+43j,-1+50j,37+33j,65-19j,25-70j,-44-38j,-44+19j,-3+48j,43+13j,33-26j,-3+8j,11-7j,10+0j,-5-5j,2+7j,2+6j,-4-9j,-4+2j,-13+8j,-7+12j,13+9j,14-3j,16-11j,-1-27j,-6-20j,-29-6j,-25+20j,-3+33j,12+24j,28+5j,27-26j,8-30j,-19-24j,-44+4j,-24+42j,25+28j,30-7j,6-31j,-28-7j,-21+20j,-3+12j,19+4j,13-15j,-12-16j,-30+5j,-23+18j,9+25j,13+10j,26+2j,18-14j,4-31j,-16-27j,-36-9j,-40+20j,-26+32j,9+46j,37+29j,43-9j,23-37j,-4-47j,-31-35j,-51+3j,-34+42j,10+57j,57+24j,44-43j,-15-54j,-43-9j,-24+43j,23+38j,35-15j,-21-36j,-44+6j,-23+41j,21+40j,59-8j,24-42j,-9-43j,-35-23j,-47-3j,-34+32j,-9+49j,25+49j,63+15j,69-5j,39-55j,-10-67j,-52-46j,-65+6j,-38+50j,1+65j,40+50j,69+3j,56-55j,-16-84j,-76-22j,-43+51j,16+49j,56+1j,30-41j,1-2j,5+0j,5-6j,-4+0j,-2+9j,-12+5j,2+5j,-1+4j,9+1j,8+0j,1-9j,-1-7j,-5-5j,-14+1j,-13+1j,-2+12j,5+13j,10+9j,12-4j,4-16j,-5-18j,-13-7j,-15+7j,-5+18j,11+16j,16-2j,1-18j,-10-5j,-12+11j,1+10j
I1,-19+24j,37+26j,35-12j,6-40j,-43-32j,-42+26j,-10+36j,9+30j,39+6j,33-9j,15-23j,-5-29j,-25-24j,-40-9j,-36+2j,-18+25j,11+32j,29+16j,24+6j,15-15j,3-21j,-13-20j,-17-10j,-16+8j,-1+21j,13+9j,17+6j,6-4j,-6-3j,-11-1j,5+11j,9-3j,5-17j,-12-17j,-15+4j,-13+24j,8+30j,17+10j,21+1j,16-21j,6-33j,-11-30j,-28-7j,-35+19j,-33+34j,-5+47j,28+30j,43-1j,34-32j,13-40j,-19-30j,-44-16j,-50+20j,-26+48j,36+41j,62-17j,13-49j,-25-34j,-35+15j,-4+35j,-4+6j,16+1j,7-4j,-2-5j,-8-1j,6+5j,3-6j,-6+0j,-5-10j,-7+3j,-8+13j,7,14+10j,18-2j,19-13j,4-25j,-12-22j,-24-10j,-22+17j,-11+24j,9+23j,23+18j,31-7j,21-28j,-19-33j,-42+0j,-9+30j,16+23j,27-6j,4-23j,-10+20j,12+6j,7+0j,4-32j,-16-15j,-20+6j,-15+13j,2+18j,14+13j,16+11j,28-7j,16-20j,-5-27j,-20-24j,-32-20j,-38+12j,-26+34j,7+36j,27+24j,42+2j,32-20j,11-39j,-13-47j,-51-21j,-44+38j,5+50j,37+13j,35-25j,-11-35j,-40-12j,26+5j,5-32j,-25-31j,-36+9j,-12+49j,31+29j,42-1j,34-24j,9-37j,-20-34j,-30-20j,-49-4j,-37+37j,-8+54j,13+52j,43+39j,69-9j,36-44j,8-50j,-26-46j,-57-18j,-52+24j,-26+52j,23+69j,74+21j,51-51j,1-50j,-38-26j,-41+32j,10+40j,2+9j,-2-3j,-2+7j,-6-8j,3+3j,-3+4j,-4+0j,-5+1j,-1-3j,5+5j,3-2j,7+4j,4-6j,-1-7j,-6-7j,-3-5j,-18+4j,-4+9j,1+5j,7+5j,15+1j,9-12j,16,-13-15j,-20+5j,-6+19j,1+4j,8-2j,5-8j,-12-2j
I1,-12+30j,34+15j,26-18j,-12-40j,-50-9j,-30+46j,4+48j,27+19j,35-8j,25-18j,1-22j,-21-18j,-33-4j,-39+16j,-28+24j,3+33j,28+16j,32-10j,22-18j,1-19j,-21-12j,-23-3j,-21+11j,-2+14j,19+7j,25-8j,10-15j,-2-8j,-5+5j,-1+9j,-7+6j,12+11j,22-3j,14-11j,-8-17j,-28-7j,-20+13j,-6+21j,12+12j,30-3j,34-13j,20-24j,-13-30j,-38-14j,-49-5j,-41+21j,-3+38j,32+31j,48+5j,38-23j,11-37j,-29-39j,-54-17j,-53+26j,8+56j,57+12j,39-34j,-4-42j,-40-2j,-19+32j,,9+2j,5-1j,-6-3j,-3+3j,11+5j,6+3j,-4-3j,-6-1j,-1+12j,3+18j,11+14j,21-1j,10-15j,6-22j,-10-20j,-24-6j,-24+11j,-6+23j,13+24j,23+14j,28-10j,15-28j,-14-36j,-40-4j,-15+31j,18+23j,28-4j,5-27j,-18-15j,-8+16j,12+3j,21-15j,-5-27j,-21+4j,-15+5j,-2+20j,12+16j,19+5j,20-4j,21-18j,-2-27j,-24-18j,-30-8j,-37+4j,-19+38j,7+34j,25+20j,37-1j,23-24j,40,-22-35j,-41-9j,-41+32j,10+53j,48+15j,28-21j,-1-39j,-38-2j,-24+31j,4+34j,32-5j,6-28j,-24-35j,-48-1j,-20+46j,11+35j,38+20j,41-16j,21-33j,41,-26-44j,-52-12j,-45+33j,-33+43j,-3+59j,55+51j,64-8j,37-35j,21-57j,-34-52j,-57-9j,-49+24j,-25+64j,53+64j,62-22j,23-45j,-30-45j,-49+16j,-7+43j,-2+6j,4+1j,2-11j,-3-4j,4+2j,-6-4j,2-2j,-4+1j,4+7j,5+1j,6-1j,9-1j,1-7j,-8-6j,-8-4j,-5-2j,-15+10j,3+15j,6+4j,10+9j,11-13j,-5-16j,-9-7j,-14-3j,-12+16j,16+10j,7+3j,8-11j,-8-7j,-7+9j
I1,-25+7j,7+28j,22+1j,15-35j,-23-35j,-45+7j,-18+29j,13+29j,30+13j,30-8j,16-20j,-5-30j,-26-13j,-38+4j,-29+11j,-4+32j,22+20j,27+8j,21-11j,4-21j,-15-15j,-22-5j,-18+8j,-2+15j,19+6j,20-9j,8-7j,-4-6j,-6+2j,-1+6j,-11-1j,-1+20j,16+18j,20+6j,4-20j,-21-19j,-30+1j,-19+11j,-1+17j,19+18j,31+6j,23-7j,5-35j,-22-33j,-40-26j,-49+2j,-19+33j,22+37j,44+20j,40-8j,20-34j,-18-44j,-50-25j,-54+18j,-1+55j,57+18j,45-37j,-6-41j,-38+1j,-19+33j,1+5j,6+1j,3+4j,-3+6j,-1+1j,4-4j,-5-4j,-8-2j,-5+3j,3+10j,12+6j,12-1j,12-20j,-3-20j,-15-16j,-24-5j,-18+18j,8+24j,22+15j,23-3j,18-19j,-2-28j,-26-19j,-34+8j,-10+37j,31+19j,29-20j,-2-26j,-26-1j,-15+20j,-13+5j,1+9j,13+7j,19-17j,-8-22j,-20-4j,-14+9j,1+21j,13+13j,16+7j,22-7j,15-20j,-6-22j,-23-15j,-30-11j,-27+23j,-1+38j,20+29j,34+7j,31-17j,7-30j,-15-34j,-41-13j,-41+25j,7+51j,46+18j,35-24j,-4-38j,-38-4j,-19+28j,-24+22j,26+26j,35-11j,7-45j,-44-32j,-43+18j,-16+40j,15+35j,36+12j,37-12j,23-31j,-1-52j,-44-42j,-55+4j,-55+26j,-27+54j,29+59j,59+15j,48-23j,29-50j,-15-62j,-52-26j,-54+16j,-35+63j,48+68j,67-16j,18-49j,-29-43j,-51+21j,-9+44j,-2-3j,2+4j,4-2j,-4-7j,-9-2j,-2+4j,-5+3j,-2+1j,-2+0j,5-3j,3-1j,4-12j,-6-12j,-9-1j,-12+5j,-9+5j,6+10j,12+1j,5-5j,9-9j,-1-14j,-13-4j,-7+7j,-9+15j,14+13j,12-13j,-4-12j,-9-6j,-10+10j,5+8j
I1,17-24j,-28-19j,-30+15j,1+38j,37+19j,39-27j,-2-41j,-21-24j,-33-3j,-26+14j,-13+25j,7+26j,25+21j,39+2j,33-8j,15-29j,-16-31j,-29-10j,-23+5j,-15+18j,3+17j,12+14j,17+3j,9-11j,-5-17j,-14-8j,-15+0j,-5+10j,6+7j,5+1j,8-7j,-7-14j,-13-5j,-17+8j,3+26j,23+14j,34-3j,16-18j,21,-22-19j,-31-7j,-31+12j,-8+32j,18+36j,37+32j,46+7j,33-25j,1-46j,-32-39j,-41-11j,-38+24j,-15+50j,22+54j,60+26j,48-40j,-20-63j,-52-13j,-31+27j,21+35j,43+3j,5-6j,-7-3j,-4+5j,4+2j,-2-3j,-7-5j,-11+7j,2+9j,7+8j,13-3j,8-12j,-1-18j,-15-10j,-18+2j,-17+14j,-7+22j,8+21j,25+9j,24-12j,10-22j,-11-28j,-27-16j,-35+7j,-23+34j,19+36j,40-4j,9-29j,-16-18j,-23+12j,-5+26j,11-14j,-10-7j,-5+7j,-2+18j,9+4j,17-5j,21-17j,-7-15j,-6-2j,-12-4j,-15+9j,-2+25j,7+29j,24+20j,29+9j,29-9j,10-34j,-9-29j,-29-15j,-35+3j,-20+24j,-8+32j,21+39j,46+7j,37-41j,-13-43j,-37-7j,-27+22j,15+37j,32+5j,2-33j,-37-4j,-30+26j,13+48j,52+24j,37-34j,-7-45j,-24-35j,-43-13j,-43+15j,-27+33j,-1+47j,41+40j,57+4j,58-13j,41-55j,-9-67j,-52-41j,-54-4j,-49+34j,-20+57j,27+59j,57+26j,69-22j,15-77j,-56-50j,-52+5j,-26+48j,41+35j,46-12j,4-7j,-3+0j,6-7j,-4-3j,-13+2j,1+4j,10-5j,4+4j,12-4j,1-9j,8,-2-5j,-7+9j,-1+9j,-1+8j,7+15j,11+0j,12-9j,2-6j,-6-9j,-10-5j,-16+7j,-2+15j,5+15j,19-3j,9-16j,-1-6j,-10-5j,-2+12j,7+7j
I1,29-14j,-27-24j,-28+12j,-7+50j,42+17j,32-31j,-9-36j,-33-14j,-28+14j,-5+27j,16+24j,25+13j,30-21j,-1-27j,-6-36j,-32-16j,-28+19j,-4+27j,17+23j,24+6j,16-10j,2-18j,-15-9j,-25+6j,-11+16j,13+9j,7-1j,5-9j,-5-10j,-9-1j,-11-2j,-6+11j,16+7j,12-10j,-2-28j,-19-12j,-18+17j,-1+25j,18+22j,29+3j,24-22j,-7-37j,-26-33j,-47+6j,-33+19j,-2+48j,41+38j,51-4j,22-34j,-18-42j,-47-21j,-48+20j,-15+53j,44+47j,72-21j,13-62j,-52-19j,-34+37j,28+42j,43+0j,6+8j,-1-9j,-2-3j,-13+5j,6+1j,4-5j,-5+0j,-6+3j,1+10j,12+7j,15-5j,2-18j,-4-22j,-30-3j,-17+6j,-7+25j,14+26j,27+4j,16-16j,-4-26j,-24-17j,-29+7j,-16+31j,17+32j,43-5j,13-35j,-33-16j,-22+20j,17+25j,25-1j,16-5j,-16-10j,-14+15j,-10+14j,16+14j,18-17j,-5-21j,-10-5j,-18-4j,-9+10j,2+17j,10+13j,21+2j,20-18j,11-25j,-8-22j,-30-7j,-24+15j,-4+32j,19+23j,27+9j,34-20j,2-38j,-34-24j,-46+19j,5+47j,37+15j,27-25j,-21-34j,-35+2j,-16+26j,29+16j,28-22j,-18-46j,-52-4j,-29+38j,17+40j,40+20j,38-17j,21-39j,-14-43j,-44-26j,-55+15j,-28+60j,3+68j,57+40j,62-12j,38-59j,-23-62j,-54-23j,-58+20j,-26+59j,29+63j,74+10j,48-57j,-30-66j,-64+6j,-15+45j,43+26j,40-16j,2+6j,-1+1j,-3+3j,-3-11j,-5-1j,-4-2j,-1+2j,-1+9j,7-1j,12-1j,3-7j,-3-9j,-10-7j,-12+10j,-6+15j,8+16j,9+3j,16-8j,-3-13j,-9-6j,-15+2j,-5+15j,6+15j,14+1j,7-12j,-5-12j,-15+4j,3+12j,10-1j,3-7j
I1,-29-4j,-6+41j,30+15j,32-25j,-12-42j,-41-15j,-34+28j,1+28j,23+25j,34+3j,29-15j,7-20j,-18-24j,-38-8j,-36-1j,-15+25j,11+31j,29+11j,23-6j,11-20j,-10-19j,-15-15j,-16+0j,-1+9j,15+8j,17+2j,12-7j,6,-7+0j,-3+6j,6+5j,9-9j,1-21j,-10-18j,-15+16j,14+28j,23+21j,27-2j,10-15j,-10-28j,-22-26j,-32+0j,-16+32j,9+49j,29+45j,50+22j,33-24j,-4-51j,-41-46j,-47-14j,-34+25j,5+55j,47+51j,72+4j,24-60j,-61-42j,-63+20j,-11+46j,42+10j,31-32j,-1-6j,-12+5j,3+4j,8-3j,-2-4j,-1+4j,-6+9j,10+4j,6-1j,5-10j,-3-11j,-18+1j,-15+15j,-5+24j,8+22j,23+13j,21-10j,7-27j,-15-28j,-22-10j,-25+12j,-3+32j,22+32j,44+8j,24-37j,-31-32j,-35+8j,-7+28j,27+9j,22-17j,-11+2j,-2+13j,12+7j,21-13j,-16-14j,-12-4j,-16+5j,2+18j,9+12j,9+5j,15+2j,14-21j,-5-17j,-12-16j,-19-15j,-28+10j,-9+27j,5+20j,20+14j,28-1j,11-27j,-2-29j,-29-20j,-38+10j,-6+41j,31+27j,32-10j,2-30j,-29-10j,-21+21j,33-7j,-14-29j,-29-8j,-27+32j,13+50j,44+4j,28-25j,9-38j,-27-29j,-37-5j,-38+14j,-23+43j,24+59j,52+18j,52-2j,51-39j,-4-71j,-51-37j,-48+1j,-48+37j,-4+59j,43+41j,48+6j,57-40j,-23-83j,-66+0j,-34+34j,8+50j,55-4j,20-40j,-2-2j,-4-2j,1-3j,-1+0j,-8+2j,2-2j,5+1j,10+1j,-1-5j,-3-5j,-9-6j,-9+3j,-2+15j,9+5j,8+4j,14+1j,5-17j,-10-13j,-8-4j,-18+5j,-3+13j,14+10j,5-1j,16-4j,-6-23j,-20+9j,-4+7j,-1+9j,15-3j,-1-9j
I1,-9-35j,-28-10j,-18+21j,-7+39j,31+34j,45+9j,35-13j,21-28j,8-29j,-5-24j,-21-21j,-21-16j,-28-6j,-31+5j,-27+9j,-20+23j,-1+26j,7+24j,12+20j,12+5j,18-4j,18-1j,13-8j,5-13j,-7-12j,-10-6j,-7-3j,-6+0j,-1+4j,,-1-8j,-6+12j,-7+20j,5+18j,16+14j,22-3j,18-16j,16-21j,-2-23j,-15-26j,-22-32j,-30-17j,-36+0j,-42+20j,-40+32j,-26+44j,3+54j,29+40j,43+28j,51+8j,48-9j,38-35j,24-53j,-5-67j,-53-45j,-68+11j,-40+44j,1+50j,41+25j,45-13j,11+8j,8+5j,-4-2j,-5-6j,-8+6j,-3+7j,4+3j,10+1j,3-6j,-2-15j,22,-11-13j,-20-7j,-24+2j,-24+11j,-18+19j,-7+30j,10+26j,18+19j,31+9j,31+3j,24-15j,19-28j,3-39j,-27-33j,-42-1j,-26+23j,-1+30j,23+18j,28-5j,-10-13j,-18+4j,-13+10j,-2+20j,22+10j,20-2j,12-7j,9-10j,3-15j,4-8j,6-16j,-12-16j,-11-5j,-21-7j,-16-3j,-25+8j,-18+14j,-9+13j,-2+21j,5+24j,13+18j,18+16j,26+4j,32-8j,18-28j,-5-33j,-18-19j,-29-1j,-12+23j,9+24j,-22+8j,9+24j,25+17j,35-1j,27-26j,4-37j,-14-35j,-27-24j,-34-13j,-38+1j,-40+15j,-35+23j,-29+45j,-5+54j,4+57j,28+51j,52+33j,60+9j,52-13j,44-30j,29-46j,7-54j,-11-52j,-45-46j,-75-11j,-51+40j,-13+49j,18+41j,48+10j,33-24j,5-2j,4-4j,1-1j,,-1+9j,4+4j,6-5j,1-7j,-1-5j,-9-7j,-12+1j,-6-4j,-16+4j,-5+8j,-10+13j,-1+11j,7+12j,13+11j,10+1j,11-4j,10-9j,3-13j,-1-10j,-9-14j,-19-6j,-12+11j,-4+13j,5+8j,9+3j,4-4j
I1,27-6j,-12-29j,-31+2j,-12+30j,32+28j,34-15j,8-34j,-24-17j,-31+6j,-19+23j,5+26j,17+17j,30+1j,13-27j,3-30j,-22-19j,-34+2j,-9+23j,3+24j,18+7j,15-1j,2-14j,9,-14-1j,-13+10j,5+12j,3+4j,5-3j,-1-2j,-7+0j,-8-11j,-9+10j,8+19j,25-1j,16-23j,-20-22j,-29+2j,-20+24j,5+26j,26+16j,34-8j,15-32j,-16-32j,-47-14j,-53+5j,-33+45j,18+43j,53+13j,38-28j,9-52j,-35-35j,-60+5j,-36+55j,19+67j,68+3j,27-64j,-46-44j,-46+17j,11+50j,42+14j,5+3j,3-5j,-6+0j,1+5j,9+3j,2-9j,-5-4j,-15+2j,-8+10j,6+12j,17+5j,12-14j,-4-17j,-22-16j,-27-5j,-22+19j,3+21j,27+17j,22-10j,11-27j,-19-23j,-36-7j,-27+31j,4+40j,40+7j,21-34j,-25-30j,-29+9j,4+32j,23+9j,12-2j,-9-7j,-17+0j,-3+14j,18+14j,14-9j,2-18j,-8-8j,-16+2j,-7+5j,-5+15j,4+16j,13+7j,16-1j,12-18j,-3-23j,-18-13j,-18+2j,-8+21j,5+26j,17+10j,21-6j,10-24j,-15-30j,-37-2j,-10+29j,23+21j,24-6j,-5-26j,-24-8j,-26+12j,14+25j,29-8j,15-37j,-32-24j,-37+15j,-6+33j,21+31j,35+5j,32-21j,6-37j,-28-42j,-55-7j,-44+42j,-24+48j,24+55j,63+14j,51-39j,8-49j,-36-41j,-56-6j,-46+38j,-1+54j,57+39j,67-42j,-7-67j,-49-16j,-37+34j,29+44j,43-2j,2-2j,-5+2j,3,5+1j,-1+2j,-3-5j,-5-1j,-4+8j,,10+3j,4-3j,-1-13j,-12-11j,-16+8j,-9+2j,-2+14j,13+11j,18-4j,7-6j,-7-13j,-15-9j,-15+5j,-2+10j,13+12j,21-13j,16,-11-2j,-10+10j,7+11j,9-3j
I1,-4-28j,-27+7j,3+37j,29+17j,22-20j,-9-43j,-35-4j,-20+21j,8+33j,22+16j,22-3j,17-18j,-7-27j,-30-11j,-31-2j,-14+21j,11+24j,22+7j,17-10j,4-13j,-12-10j,-13+0j,-10+9j,-1+11j,11+1j,9-4j,3-9j,4,-4+4j,-2+4j,-5-10j,-9+11j,-1+21j,20+2j,8-25j,-15-15j,-31-1j,-16+20j,3+24j,27+9j,32-15j,11-29j,-22-30j,-46-6j,-46+13j,-22+50j,25+41j,50-4j,36-41j,-6-49j,-41-26j,-50+22j,-23+60j,40+51j,64-22j,-9-72j,-56-20j,-35+38j,32+34j,43-13j,-4+7j,3+1j,4-13j,-3-2j,5+4j,-1+4j,10-5j,9,-8-10j,-9+7j,1+16j,12+8j,17-6j,12-19j,2-22j,-24-16j,-23+8j,-5+28j,17+23j,27-1j,20-21j,-6-31j,-30-18j,-32+21j,7+40j,43-1j,11-31j,-22-22j,-21+18j,7+27j,-7-7j,-12+8j,8+12j,19+5j,3-16j,-11-17j,-12-2j,-8+12j,4+13j,5+9j,17+3j,10-9j,4-14j,-5-12j,-13-7j,-20+6j,-5+16j,4+19j,19+7j,16-10j,2-20j,-12-20j,-23-2j,-23+23j,17+30j,33-1j,9-26j,-15-16j,-21+16j,4+24j,-31+5j,13+23j,31+4j,18-33j,-30-34j,-37+14j,-10+37j,20+34j,38+7j,29-24j,9-39j,-26-44j,-60-3j,-42+46j,-21+55j,34+58j,70+4j,40-52j,-7-57j,-44-37j,-61+10j,-28+51j,18+57j,68+23j,53-57j,-37-62j,-52+2j,-26+46j,46+29j,38-23j,6-2j,-2-2j,-8-3j,-4+3j,9+9j,4+1j,-2-9j,-9-7j,-9+2j,-2+7j,4+7j,15+5j,10-16j,-4-18j,-8-14j,-20+1j,-10+18j,11+16j,13+4j,16-5j,4-16j,-12-10j,-14+0j,-10+17j,12+15j,16-10j,1-11j,-12-10j,-7+12j,7+7j
I1,25-4j,-1-21j,-28-4j,-21+30j,17+32j,37+3j,16-25j,-3-29j,-22-13j,-21+6j,-18+14j,-1+26j,14+17j,23+1j,26-7j,8-20j,-8-21j,-20-6j,-14+7j,-8+14j,5+12j,10+8j,9-4j,6-11j,-6-8j,-4-3j,-6+3j,-2+4j,3+4j,7+2j,9-3j,-12-6j,-15+2j,-8+18j,16+18j,21-5j,12-23j,-7-21j,-24-13j,-28+9j,-12+24j,6+31j,33+20j,42-8j,34-25j,3-51j,-35-36j,-48-4j,-34+34j,-1+47j,32+36j,48+4j,41-38j,-6-60j,-63-28j,-48+45j,14+50j,48+8j,20-43j,-25-37j,5-6j,2-3j,-4+5j,5+8j,5-6j,-1-6j,-10+2j,-4+5j,3+11j,14+3j,7-7j,4-14j,-14-15j,-23-2j,-19+9j,-7+26j,14+22j,24+9j,22-15j,5-25j,-14-24j,-25-7j,-27+18j,-3+34j,33+22j,31-25j,-6-30j,-28-7j,-12+24j,15+22j,10-8j,-10-12j,-14+0j,-5+11j,8+12j,18-1j,6-10j,-7-7j,-11-5j,-8+2j,-6+6j,-8+15j,2+12j,13+5j,14-1j,12-13j,5-13j,-7-14j,-13-7j,-18+7j,-12+12j,-1+18j,16+12j,23-4j,9-30j,-20-23j,-24+7j,-3+20j,21+9j,21-10j,-4-21j,-23+10j,-2+28j,27+22j,35-19j,1-37j,-28-25j,-35-5j,-29+21j,-12+38j,18+40j,40+15j,48-19j,29-51j,7-58j,-39-44j,-63-2j,-45+43j,-2+57j,34+40j,54+9j,51-30j,16-57j,-40-55j,-68+8j,-23+63j,32+43j,44-2j,7-44j,-32-27j,-3-4j,-4+3j,1+1j,2-5j,-5-5j,-4+0j,-1+8j,2+13j,8+4j,13-4j,6-13j,-5-7j,-15-5j,-15+7j,-14+10j,-1+13j,16+10j,18-4j,9-15j,-3-12j,-16-9j,-18+4j,-10+13j,6+18j,16+0j,7-18j,-7-11j,-9-2j,-2+9j,8+5j
